portal,published_date,author,headline,url_link,sentiment_label,sentiment_score
The Week,05-08-2024,PTI,Hurricane Debby makes landfall in northern Florida as Category 1 storm,https://www.theweek.in/wire-updates/international/2024/08/05/fgn41-us-2ndld-storm.html,Neutral,0.967986941
The Week,05-08-2024,PTI,Equestrian star Werth urges better horse welfare but bristles at questions over a suspended rider,https://www.theweek.in/wire-updates/sports/2024/08/05/oly43-spo-oly-equestrian-werth.html,Neutral,0.941448271
The Week,05-08-2024,PTI,Olympics must be devoid of politics  no problem if Russians participate  Shooting legend Salukvadze,https://www.theweek.in/wire-updates/sports/2024/08/05/oly42-spo-oly-shoot-russia-salukvadze.html,Neutral,0.947660685
The Week,05-08-2024,PTI,Americans have more depth than anyone at the pool  but gold medals harder and harder to come by,https://www.theweek.in/wire-updates/sports/2024/08/05/oly44-spo-oly-swimming-usa-medals.html,Neutral,0.651803672
The Week,05-08-2024,PTI,Maheshwari-Naruka qualify for bronze medal round in skeet mixed team event,https://www.theweek.in/wire-updates/sports/2024/08/05/oly41-spo-oly-ind-shoot.html,Neutral,0.714453161
The Week,05-08-2024,PTI,Manika-led India beat Romania 3-2 to enter quarterfinals of women''s TT team event,https://www.theweek.in/wire-updates/sports/2024/08/05/oly40-spo-oly-ind-tt.html,Neutral,0.858346045
The Week,05-08-2024,PTI,NEWSALERT,https://www.theweek.in/wire-updates/business/2024/08/05/del51-newsalert-results-airtel.html,Neutral,0.894585729
The Week,05-08-2024,PTI,Stock markets crash nearly 3pc amid global equity rout  investors lose Rs 15 lakh cr in single day,https://www.theweek.in/wire-updates/business/2024/08/05/del50-biz-ld-stocks.html,Negative,0.955775261
The Week,05-08-2024,PTI,Leading NBFC Muthoot Capital Bags Rs.100 Crore Impact Funding for Electric Vehicle Portfolio,https://www.theweek.in/wire-updates/business/2024/08/05/dcm45-muthoot-capital-services-limited.html,Neutral,0.739874721
The Week,05-08-2024,PTI,Bajaj Finserv Large Cap Fund  What Type of Investors Would it Suit,https://www.theweek.in/wire-updates/business/2024/08/05/dcm46-bajaj-finserv-asset-management-ltd..html,Neutral,0.969031155
The Week,05-08-2024,PTI,IIM Kozhikode and Emeritus Commence ‘Data Analytics for Business Strategy  Essential Tools and Applications’ Programme  Empowering Professionals with Data-Driven Insights,https://www.theweek.in/wire-updates/business/2024/08/05/dcm44-emeritus.html,Positive,0.671887517
The Week,05-08-2024,By PTI,Release date of  'CTRL' starring  Ananya Panday revealed; film to stream on Netflix,https://www.theweek.in/news/entertainment/2024/08/05/release-date-of-ctrl-starring-ananya-panday-revealed-film-to-stream-on-netflix.html,Neutral,0.906037986
The Week,05-08-2024,Web Desk,'Manjummel Boys' controversy: Makers pay Rs 60 lakh to Ilaiyaraaja as compensation for using song 'Kanmani Anbodu',https://www.theweek.in/news/entertainment/2024/08/05/manjummel-boys-controversy-makers-pay-rs-60-lakh-to-ilaiyaraaja-as-compensation-for-using-song-kanmani-anbodu.html,Neutral,0.635073304
The Week,05-08-2024,By Reya Mehrotra,Doctor-turned-artist Dr Sushma Mahajan’s exhibition brings out the beauty in surroundings,https://www.theweek.in/leisure/society/2024/08/05/doctor-turned-artist-dr-sushma-mahajans-exhibition-brings-out-the-beauty-in-surroundings.html,Positive,0.974521637
The Print,04-08-2024,Chitleen K Sethi,"Is ‘Ice’ becoming the new ‘chitta’? Hit hard by Taliban’s opium ban, Punjab is Breaking Bad",https://theprint.in/statedraft/is-ice-becoming-the-new-chitta-hit-hard-by-talibans-opium-ban-punjab-is-breaking-bad/2206281/,Negative,0.915163696
The Print,04-08-2024,Akanksha Mishra,The secret behind Moon’s thin atmosphere & 24-mn-yr old penguin fossil sheds light on wing evolution,https://theprint.in/scientifix/the-secret-behind-moons-thin-atmosphere-24-mn-yr-old-penguin-fossil-sheds-light-on-wing-evolution/2206391/,Neutral,0.927687407
The Print,04-08-2024,Kushan Mitra,Nissan wants to reclaim its space in India. The new X-Trail isn’t the way to do it,https://theprint.in/opinion/the-introductory-price-of-the-nissan-x-trail-is-rs-4992-lakh-making-it-more-expensive-than-the-cars-it-is-likely-to-rival-it-also-lacks-features-like-a-branded-audio-system-electrically-adjustable-fro/2206630/,Negative,0.776118577
The Print,04-08-2024,Deepali Bhardwaj,"Natural products, home remedies benefit Indian skin. Remember, they’re not a cure-all",https://theprint.in/opinion/natural-products-home-remedies-benefit-indian-skin-remember-theyre-not-a-cure-all/2206885/,Positive,0.611358762
The Print,04-08-2024,Vallabhbhai Patel,"If you want an efficient all-India service, allow them to open their mouth freely—Sardar Patel",https://theprint.in/opinion/if-you-want-an-efficient-all-india-service-allow-them-to-open-their-mouth-freely-sardar-patel/2204672/,Neutral,0.618509412
The Print,04-08-2024,ANI,Baloch protests continue undeterred in face of ‘continued use of violence’ by Pakistan security forces,https://theprint.in/world/baloch-protest-in-gwadar-continues-activists-allege-massive-use-of-force-by-pakistan-establishment/2206873/,Negative,0.856973946
The Print,04-08-2024,ThePrint Team,Our take on UPSC aspirants’ death & delay in Tejas jets delivery — in 50 words,https://theprint.in/50-word-edit/our-take-on-upsc-aspirants-death-delay-in-tejas-jets-delivery-in-50-words/2204699/,Negative,0.68690145
The Print,04-08-2024,Reuters,"Tropical Storm Debby forms, expected to be a hurricane by Monday and hit Florida’s Gulf Coast",https://theprint.in/environment/tropical-storm-debby-forms-expected-to-be-a-hurricane-by-monday-and-hit-floridas-gulf-coast/2206871/,Neutral,0.964283764
The Print,04-08-2024,Reuters,"Delay to Nvidia’s new AI chip could affect Microsoft, Google, Meta, the Information says",https://theprint.in/tech/delay-to-nvidias-new-ai-chip-could-affect-microsoft-google-meta-the-information-says/2206847/,Neutral,0.581867635
Maktoobmedia,04-08-2024,Maktoob Staff,Rioting in several UK cities as Islamophobic far-right marches spread,https://maktoobmedia.com/world/rioting-in-several-uk-cities-as-islamophobic-far-right-marches-spread/,Negative,0.935869992
Maktoobmedia,04-08-2024,Maktoob Staff,"Imane Khelif, Algerian female boxer who faced hate, disinformation campaign at Olympics, assures herself of a medal",https://maktoobmedia.com/world/imane-khelif-algerian-female-boxer-who-faced-hate-disinformation-campaign-at-olympics-assures-herself-of-a-medal/,Neutral,0.851047277
The Print,04-08-2024,Aneesa PA,Group activities to 24/7 counsellors — govt ensures psychological aid for Wayanad landslide survivors,https://theprint.in/india/group-activities-to-24-7-counsellors-govt-ensures-psychological-aid-for-wayanad-landslide-survivors/2207128/,Neutral,0.887404203
The Print,04-08-2024,ANI,Himachal cloudburst: Rescue operation to locate 36 missing continues in Rampur’s Samej,https://theprint.in/india/himachal-cloudburst-rescue-operation-to-locate-36-missing-continues-in-rampurs-samej/2207329/,Neutral,0.873835981
The Print,04-08-2024,Antara Baruah,"Ayodhya, Badrinath, Kanpur temple flowers don’t go to trash anymore. Get a market makeover",https://theprint.in/feature/ayodhya-badrinath-kanpur-temple-flowers-dont-go-to-trash-anymore-get-a-market-makeover/2206999/,Negative,0.798234165
The Print,04-08-2024,Sharan Poovanna,"New twist in Karnataka BJP rebellion, MLA says party state chief Vijayendra behind Revanna video leak",https://theprint.in/politics/new-twist-in-karnataka-bjp-rebellion-party-mla-says-bijayendra-behind-revannas-obscene-video-leak/2207590/,Neutral,0.892914951
The Print,04-08-2024,Shikha Salaria,What is Uttar Pradesh’s Nazul Property Bill and why BJP lawmakers are opposing it,https://theprint.in/politics/what-is-uttar-pradeshs-nazul-property-bill-and-why-bjp-lawmakers-are-opposing-it/2207044/,Neutral,0.934864998
The Print,04-08-2024,Ananya Bhardwaj,"Kukis call removal of Assam Rifles from 2 Manipur areas ‘biased, appeasement’, Meiteis call it ‘victory’",https://theprint.in/india/kukis-call-removal-of-assam-rifles-from-2-manipur-areas-biased-appeasement-meiteis-call-it-victory/2206918/,Negative,0.590899527
The Print,04-08-2024,Keshav Padmanabhan,"India & China not ‘rivals or threats but partners, mutual trust is key’, writes Chinese envoy",https://theprint.in/diplomacy/india-china-not-rivals-or-threats-but-partners-mutual-trust-is-key-writes-chinese-envoy/2207057/,Neutral,0.550005674
The Print,04-08-2024,Chitleen K Sethi,"Is ‘Ice’ becoming the new ‘chitta’? Hit hard by Taliban’s opium ban, Punjab is breaking bad",https://theprint.in/statedraft/is-ice-becoming-the-new-chitta-hit-hard-by-talibans-opium-ban-punjab-is-breaking-bad/2206281/,Negative,0.960520864
The Print,04-08-2024,Praveen Swami,England has been a melting pot for global jihadists since 1990s—Anjem Choudary is proof,https://theprint.in/opinion/security-code/england-has-been-a-melting-pot-for-global-jihadists-since-1990s-anjem-choudary-is-proof/2207185/,Negative,0.839227319
The Print,04-08-2024,ThePrint Team,Kamala Harris’s ancestral village in Tamil Nadu is rooting for her,https://theprint.in/best-of-theprint-icymi/kamala-harriss-ancestral-village-in-tamil-nadu-is-rooting-for-her/2207075/,Positive,0.777643323
The Print,04-08-2024,Tina Das,"‘Ankhiyon Ke Jharokhon Se’ was a remake of an American novel. Here, parents aren’t villains",https://theprint.in/feature/reel-take/ankhiyon-ke-jharokhon-se-was-a-remake-of-an-american-novel-here-parents-arent-villains/2206954/,Neutral,0.847959638
The Print,04-08-2024,Ratan Priya,Gen-Z dating is defined by a long list of icks,https://theprint.in/opinion/the-dating-story/gen-z-dating-is-defined-by-a-long-list-of-icks/2206981/,Neutral,0.939392209
The Print,04-08-2024,Zenaira Bakhsh,"‘Not enough food, space for anyone’ — deaths at Delhi’s Asha Kiran shelter reveal daily agony of inmates",https://theprint.in/india/not-enough-food-space-for-anyone-deaths-at-delhis-asha-kiran-shelter-reveal-daily-agony-of-inmates/2207127/,Negative,0.97352457
The Print,04-08-2024,Aditya Kalra,Centre to announce rules barring surrogate ads and sponsoring of events promoting liquor in India,https://theprint.in/india/exclusive-india-plans-tougher-ad-curbs-on-liquor-makers-such-as-carlsberg-diageo-pernod/2206957/,Neutral,0.885056436
The Print,04-08-2024,Fariz Jafarov,From oil to algorithms—Azerbaijan’s journey to a digital economy is being fuelled by FDI,https://theprint.in/world/from-oil-to-algorithms-azerbaijans-journey-to-a-digital-economy-is-being-fuelled-by-fdi/2207291/,Neutral,0.555840552
The Print,04-08-2024,Debdutta Chakraborty,"Pakistani artist’s anti-Modi, pro-Kashmir posts dug up. Indians want apology before show here",https://theprint.in/go-to-pakistan/pakistani-artists-anti-modi-pro-kashmir-posts-dug-up-indians-want-apology-before-show-here/2207079/,Negative,0.734306216
The Print,04-08-2024,ANI,Fossil study finds how sea level changes shaped early life on Earth,https://theprint.in/science/fossil-study-finds-how-sea-level-changes-shaped-early-life-on-earth/2207552/,Neutral,0.93163693
The Print,04-08-2024,Reuters,"California wildfire now fourth largest in state history, hot weather offers no relief",https://theprint.in/environment/california-wildfire-now-fourth-largest-in-state-history-hot-weather-offers-no-relief/2206844/,Negative,0.961130202
Maktoobmedia,04-08-2024,Maktoob Staff,Children among 30 killed after Israel bombs two schools sheltering displaced in Gaza,https://maktoobmedia.com/gaza-genocide/children-among-30-killed-after-israel-bombs-two-schools-sheltering-displaced-in-gaza/,Negative,0.970960796
Maktoobmedia,04-08-2024,Aslah Kayyalakkath,"India is complicit in Gaza genocide, says Arundhati Roy, calling on India to halt arms sales to Israel",https://maktoobmedia.com/india/india-is-complicit-in-gaza-genocide-says-arundhati-roy-calling-on-india-to-halt-arms-sales-to-israel/,Negative,0.916802883
Maktoobmedia,04-08-2024,Ritika Yadav,Shocking death toll exposes human rights abuses in Delhi’s Asha Kiran Shelter Home,https://maktoobmedia.com/features/shocking-death-toll-exposes-human-rights-abuses-in-delhis-asha-kiran-shelter-home/,Negative,0.968132973
Maktoobmedia,04-08-2024,Maktoob Staff,“Everything was lost; I fled with my pregnant daughter without looking back”: Wayanad landslide survivor,https://maktoobmedia.com/india/everything-was-lost-i-fled-with-my-pregnant-daughter-without-looking-back-wayanad-landslide-survivor/,Negative,0.879680812
Maktoobmedia,04-08-2024,Maktoob Staff,"Bangladesh: At least 45 killed in latest anti-government protest, curfew imposed",https://maktoobmedia.com/world/bangladesh-at-least-45-killed-in-latest-anti-government-protest-curfew-imposed/,Negative,0.975685239
The News Minute,04-08-2024,Haritha John,Wayanad landslides: Families hope for one last glimpse of their loved ones,https://www.thenewsminute.com/kerala/wayanad-landslides-families-hope-for-one-last-glimpse-of-their-loved-ones,Positive,0.80948931
The News Minute,04-08-2024,Richie Varghese Koshy,"‘We are workers, not your slaves’: IT workers in Bengaluru protest against 14-hour work",https://www.thenewsminute.com/karnataka/we-are-workers-not-your-slaves-it-workers-in-bengaluru-protest-against-14-hour-work,Negative,0.656720161
The News Minute,04-08-2024,Maria Teresa Raju,From hope to numbness: The mental trauma of Wayanad landslide survivors,https://www.thenewsminute.com/kerala/from-hope-to-numbness-the-mental-trauma-of-wayanad-landslide-survivors,Neutral,0.818771482
The News Minute,04-08-2024,TNM Staff,Wayanad landslides: Kerala CM says govt will build safe township for victims,https://www.thenewsminute.com/kerala/wayanad-landslides-kerala-cm-says-govt-will-build-safe-township-for-victims,Neutral,0.810830474
The Wire,04-08-2024,Kusum Arora,"Haryana: As Kanwariyas Held for Ransacking School Bus, Hindu Outfits Protest, Demand FIR Against Councillor",https://thewire.in/law/haryana-as-kanwariyas-held-for-ransacking-school-bus-hindu-outfits-protest-demand-fir-against-councillor,Negative,0.829251826
The Wire,04-08-2024,Mrinal Pande,Caste in its 21st Century Avatar,https://thewire.in/caste/caste-in-its-21st-century-avatar,Neutral,0.954071939
NationalHerald,04-08-2024,PTI,Centre admits inside Parliament that Bengal's been given zero for MNREGA funds: O'Brien,https://www.nationalheraldindia.com/national/centre-admits-inside-parliament-that-bengals-been-given-zero-for-mnrega-funds-derek-obrien,Neutral,0.885718048
NationalHerald,04-08-2024,Jawaharlal Nehru,Nehru's Word: There is a strong demand for economic change,https://www.nationalheraldindia.com/jawaharlal-nehru/nehrus-word-there-is-a-strong-demand-for-economic-change,Positive,0.822900712
NationalHerald,04-08-2024,PTI,"Bangladesh: At least 32 killed as protesters clash with police, ruling party supporters",https://www.nationalheraldindia.com/international/bangladesh-at-least-32-killed-as-protesters-clash-with-police-ruling-party-supporters,Negative,0.973146915
NationalHerald,04-08-2024,Navin Kumar,Maharashtra: RSS now in the playing eleven,https://www.nationalheraldindia.com/national/maharashtra-rss-now-in-the-playing-eleven,Neutral,0.974319696
NationalHerald,04-08-2024,Akanksha Kumar,A life that ties them up in knots,https://www.nationalheraldindia.com/national/mirzapur-weavers-a-life-that-ties-them-up-in-knots,Neutral,0.705712259
NationalHerald,04-08-2024,PTI,"9 children killed, 2 injured as house wall collapses in MP's Sagar",https://www.nationalheraldindia.com/national/9-children-killed-2-injured-as-house-wall-collapses-in-mps-sagar,Negative,0.971909821
NationalHerald,04-08-2024,PTI,Olympics hockey: India men beat GB 4-2 in shoot-out to qualify for semifinals,https://www.nationalheraldindia.com/sports/olympics-hockey-india-men-beat-gb-4-2-in-shoot-out-to-qualify-for-semifinals,Neutral,0.905385137
NationalHerald,04-08-2024,PTI,"For the Centre, the future of youth is a 'revenue-raising' exercise: Congress",https://www.nationalheraldindia.com/national/youths-future-reduced-to-mere-revenue-raising-exercise-by-centre-congress,Positive,0.666344404
NationalHerald,04-08-2024,Rashme Sehgal,J&K: To lose people’s trust is to lose the war on terror,https://www.nationalheraldindia.com/national/jammu-kashmir-to-lose-peoples-trust-is-to-lose-the-war-on-terror,Negative,0.72997129
NationalHerald,04-08-2024,PTI,FDI from China better for local manufacturing boost: NITI member Virmani,https://www.nationalheraldindia.com/national/better-to-get-chinese-firms-to-invest-in-india-to-boost-local-manufacturing-niti-member-arvind-virmani,Positive,0.882574975
NationalHerald,04-08-2024,NH Digital,Akhilesh Yadav urges government to protect Ayodhya rape victim,https://www.nationalheraldindia.com/national/akhilesh-yadav-urges-government-to-protect-ayodhya-rape-victim,Neutral,0.961127698
NationalHerald,04-08-2024,Mustansir Dalvi,(Un)safe as houses,https://www.nationalheraldindia.com/art-and-culture/alturban-unsafe-as-houses-in-mumbai,Negative,0.872316837
The Week,04-08-2024,By Nirmal Jovial,Meet the youngest person to skydive solo with a prosthetic leg,https://www.theweek.in/health.html,Neutral,0.820454061
The Week,04-08-2024,By PTI,Jeffrey Vandersay hands Sri Lanka series lead over India,https://www.theweek.in/news/sports/2024/08/04/cricket-news-live-jeffrey-vandersay-gives-sri-lanka-series-lead-over-india-after-tied-first-odi.html,Neutral,0.926663041
The Week,04-08-2024,PTI,Fans gather in Khandwa to pay tribute to Kishore Kumar on his birth anniversary,https://www.theweek.in/wire-updates/entertainment/2024/08/04/bes14-mp-kishore-kumar-tribute.html,Positive,0.734634221
The Week,04-08-2024,PTI,Chiranjeevi  Charan  Arjun announce donations to Kerala CM Relief Fund for Wayanad landslide victims,https://www.theweek.in/wire-updates/entertainment/2024/08/04/ent10-kl-landslides-donation-ld-arjun.html,Neutral,0.867936432
The Week,04-08-2024,PTI,Allu Arjun donates Rs 25 lakh to Kerala CM Relief Fund for Wayanad landslide victims,https://www.theweek.in/wire-updates/entertainment/2024/08/04/ent5-kl-landslides-donation-arjun.html,Neutral,0.922961295
The Week,04-08-2024,PTI,Kamal Haasan's 'Indian 2' to stream on Netflix,https://www.theweek.in/wire-updates/entertainment/2024/08/04/ent3-haasan-indian-2-netflix.html,Neutral,0.874855697
The Week,04-08-2024,PTI,Don’t like to play a binary character  crave for complexity  Adil Hussain,https://www.theweek.in/wire-updates/entertainment/2024/08/04/ent2-interview-adil-hussain.html,Negative,0.948855221
The Week,04-08-2024,Web desk,"‘Supposed to be a happy moment, but Wayanad...’ Mammootty appeals for support after winning Filmfare award",https://www.theweek.in/news/entertainment/2024/08/04/supposed-to-be-a-happy-moment-but-wayanad-mammootty-appeals-for-support-after-winning-filmfare-award.html,Neutral,0.838743031
The Print,03-08-2024,Reuters,Goat plague scares Greek farmers still reeling from historic floods,https://theprint.in/environment/goat-plague-scares-greek-farmers-still-reeling-from-historic-floods-2/2205652/,Negative,0.825971246
